0.63419583968	5.8626599597e-18	20000000
1.2683916794	7.9411817187e-18	20000000
1.902587519	1.1569462486e-17	20000000
2.5367833587	1.6589988117e-17	20000000
3.1709791984	2.3218825864e-17	20000000
3.8051750381	3.2164508665e-17	20000000
4.4393708777	4.4092967814e-17	20000000
5.0735667174	6.0231515993e-17	20000000
5.7077625571	8.2166497846e-17	20000000
6.3419583968	1.1206268883e-16	20000000
6.9761542364	1.5287871283e-16	20000000
7.6103500761	2.0866330332e-16	20000000
8.2445459158	2.8496171129e-16	20000000
8.8787417555	3.8937311078e-16	20000000
9.5129375951	5.323152928e-16	20000000
10.147133435	7.2807399948e-16	20000000
10.781329274	9.9624313526e-16	20000000
11.415525114	1.363701758e-15	20000000
12.049720954	1.8674264547e-15	20000000
12.683916794	2.5578610251e-15	20000000
13.318112633	3.5045283279e-15	20000000
13.952308473	4.8027507986e-15	20000000
14.586504313	6.5833736554e-15	20000000
15.220700152	9.0260204962e-15	20000000
15.854895992	1.2377300515e-14	20000000
16.489091832	1.6975818634e-14	20000000
17.123287671	2.3286532505e-14	20000000
17.757483511	3.1947952348e-14	20000000
18.391679351	4.3836988109e-14	20000000
19.02587519	6.0158047037e-14	20000000
19.66007103	8.2565457279e-14	20000000
20.29426687	1.1333169212e-13	20000000
20.928462709	1.5557854267e-13	20000000
21.562658549	2.135948125e-13	20000000
22.196854389	2.9327294417e-13	20000000
22.831050228	4.0270914117e-13	20000000
23.465246068	5.5302826817e-13	20000000
24.099441908	7.5951781875e-13	20000000
24.733637747	1.0431869058e-12	20000000
25.367833587	1.4329098322e-12	20000000
26.002029427	1.9683738602e-12	20000000
26.636225266	2.7041335563e-12	20000000
27.270421106	3.7151881442e-12	20000000
27.904616946	5.1046554195e-12	20000000
28.538812785	7.0143318758e-12	20000000
29.173008625	9.639224644e-12	20000000
29.807204465	1.3247542302e-11	20000000
30.441400304	1.8208165167e-11	20000000
31.075596144	2.5028294475e-11	20000000
31.709791984	3.4404761046e-11	20000000
32.343987823	4.7293146458e-11	20000000
32.978183663	6.499877921e-11	20000000
33.612379503	8.9291103466e-11	20000000
34.246575342	1.2253391796e-10	20000000
34.764142927	1.5830626787e-10	16322011.353
35.164756149	1.9290891018e-10	12633738.556
35.493510191	2.2691224462e-10	10367587.47
35.772999665	2.6045279824e-10	8813980.0622
36.016497083	2.9360314494e-10	7678934.5845
36.232501527	3.2639861218e-10	6811916.134
36.426802549	3.5885306882e-10	6127477.0338
36.603531103	3.9096665796e-10	5573311.6804
36.76574336	4.2273001608e-10	5115525.7342
36.915767209	4.5412675062e-10	4731152.0921
37.055418934	4.8513500372e-10	4404056.7909
37.186144574	5.1572852739e-10	4122563.7908
37.309115441	5.458775075e-10	3878009.2506
37.425294589	5.7554927847e-10	3663825.6248
37.535484257	6.0470901708e-10	3474941.3731
37.640360457	6.3332047001e-10	3307375.851
37.740498676	6.6134674507e-10	3157958.8766
37.83639328	6.8875117555e-10	3024132.2195
37.928472374	7.1549824883e-10	2903806.2961
38.017109326	7.4155457367e-10	2795254.9196
38.102631803	7.6688984686e-10	2697036.8345
38.185328926	7.9147776989e-10	2607936.4699
38.265456993	8.1529686196e-10	2526918.7286
38.343244099	8.3833111752e-10	2453094.1959
38.418893903	8.6057046528e-10	2385692.1904
38.492588721	8.8201099949e-10	2324039.786
38.564492114	9.0265497248e-10	2267545.4174
38.634751057	9.2251055651e-10	2215686.0162
38.703497787	9.4159140043e-10	2167996.871
38.770851401	9.5991602096e-10	2124063.579
38.836919247	9.7750707647e-10	2083515.5955
38.901798147	9.9439057474e-10	2046020.9938
38.965575485	1.0105950633e-09	2011282.1368
39.028330179	1.0261508447e-09	1979032.0304
39.090133553	1.041089251e-09	1949031.188
39.151050121	1.0554419988e-09	1921064.8829
39.211138296	1.0692406414e-09	1894940.7
39.270451029	1.0825161201e-09	1870486.327
39.329036377	1.0952984144e-09	1847547.5449
39.386938026	1.1076162829e-09	1825986.3921
39.444195746	1.119497085e-09	1805679.4857
39.500845813	1.1309666713e-09	1786516.4874
39.556921368	1.1420493295e-09	1768398.7077
39.612452755	1.1527677747e-09	1751237.8391
39.667467812	1.1631431729e-09	1734954.8139
39.721992126	1.1731951896e-09	1719478.7767
39.776049272	1.1829420552e-09	1704746.1648
39.829661014	1.1924006426e-09	1690699.8878
39.882847486	1.2015865521e-09	1677288.5963
39.935627358	1.2105142014e-09	1664466.0316
39.988017973	1.2191969175e-09	1652190.4475
40.04003548	1.2276470294e-09	1640424.095
40.091694941	1.2358759594e-09	1629132.7654
40.143010434	1.2438943124e-09	1618285.3827
40.193995139	1.2517119615e-09	1607853.6417
40.244661415	1.2593381294e-09	1597811.6864
40.295020872	1.2667814633e-09	1588135.8258
40.345084427	1.2740501036e-09	1578804.2831
40.394862363	1.2811517436e-09	1569796.9761
40.444364371	1.2880936811e-09	1561095.327
40.493599597	1.2948828607e-09	1552682.0986
40.542576679	1.3015259074e-09	1544541.2559
40.59130378	1.3080291528e-09	1536657.848
40.63978862	1.3143986567e-09	1529017.9089
40.688038504	1.320640226e-09	1521608.3718
40.736060352	1.3267594329e-09	1514416.9931
40.783860716	1.3327616359e-09	1507432.2823
40.831445808	1.338652003e-09	1500643.4355
40.878821514	1.3444355381e-09	1494040.27
40.925993418	1.3501171097e-09	1487613.1605
40.972966812	1.3557014796e-09	1481352.9772
41.019746716	1.3611933297e-09	1475251.0269
41.066337881	1.3665972832e-09	1469299.0014
41.112744811	1.3719179193e-09	1463488.9332
41.158971763	1.3771597804e-09	1457813.1621
41.205022762	1.3823273724e-09	1452264.3113
41.250901608	1.3874251626e-09	1446835.2721
41.296611882	1.3924575776e-09	1441519.1925
41.342156956	1.3974290065e-09	1436309.4662
41.387540001	1.4023438114e-09	1431199.718
41.432763992	1.4072063456e-09	1426183.7815
41.477831714	1.4120209768e-09	1421255.6718
41.522745766	1.4167921124e-09	1416409.5526
41.567508568	1.4215242193e-09	1411639.7053
41.612122358	1.4262218356e-09	1406940.5029
41.656589202	1.4308895712e-09	1402306.3944
41.70091099	1.4355321017e-09	1397731.9006
41.745089441	1.4401541613e-09	1393211.6165
41.789126104	1.4447605433e-09	1388740.2152
