"DAMAGE:0","DAMAGE:1","DAMAGE:2","sigma:0","sigma:1","sigma:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00082441,0.0088512,0,-496.09,254.04,63.482,1,0.60498,0.5,0.60582,0
-0.00082676,0.0088532,0,-494.12,254.12,63.299,1,0.60598,0.5,0.60682,0
-0.00082918,0.0088552,0,-484.77,254.52,62.432,1,0.60698,0.5,0.60782,0
-0.00083159,0.0088572,0,-475.41,254.91,61.565,1,0.60798,0.5,0.60882,0
-0.000834,0.0088592,0,-466.05,255.3,60.698,1,0.60897,0.5,0.60982,0
-0.00083641,0.0088612,0,-457.07,255.67,59.865,1,0.60997,0.5,0.61081,0
-0.00083879,0.0088631,0,-454.87,261.69,64.764,1,0.61097,0.5,0.61181,0
-0.00084104,0.0088652,0,-448.92,277.94,77.989,1,0.61197,0.5,0.61281,0
-0.00084328,0.0088672,0,-442.98,294.18,91.214,1,0.61297,0.5,0.61381,0
-0.00084543,0.0088693,0,-439.22,304.45,99.574,1,0.61397,0.5,0.61481,0
-0.00084738,0.0088714,0,-437.45,300.76,98.495,1,0.61496,0.5,0.6158,0
-0.00084929,0.0088734,0,-432.4,290.26,95.42,1,0.61596,0.5,0.6168,0
-0.0008512,0.0088754,0,-427.35,279.75,92.344,1,0.61696,0.5,0.6178,0
-0.00085311,0.0088774,0,-422.3,269.24,89.269,1,0.61796,0.5,0.6188,0
-0.00085502,0.0088794,0,-417.25,258.73,86.194,1,0.61896,0.5,0.6198,0
-0.00085674,0.0088814,0,-411.56,276.02,92.32,1,0.61996,0.5,0.6208,0
-0.00085844,0.0088834,0,-404.25,299.17,100.5,1,0.62095,0.5,0.62179,0
-0.00086012,0.0088854,0,-397.16,321.58,108.42,1,0.62195,0.5,0.62279,0
-0.00086165,0.0088876,0,-397.16,321.58,108.42,1,0.62295,0.5,0.62379,0
-0.00086321,0.0088897,0,-394.95,321.23,109.21,1,0.62395,0.5,0.62479,0
-0.00086478,0.0088917,0,-390.12,320.46,110.94,1,0.62495,0.5,0.62579,0
-0.00086636,0.0088938,0,-385.29,319.7,112.67,1,0.62595,0.5,0.62679,0
-0.00086781,0.0088958,0,-374.37,318.96,116.35,1,0.62694,0.5,0.62778,0
-0.00086918,0.0088977,0,-360.13,318.24,121.08,1,0.62794,0.5,0.62878,0
-0.00087051,0.0088998,0,-344.94,316.69,124.25,1,0.62894,0.5,0.62978,0
-0.00087182,0.008902,0,-329.33,314.78,126.73,1,0.62994,0.5,0.63078,0
-0.0008732,0.0089041,0,-320.31,323.5,131.89,1,0.63094,0.5,0.63178,0
-0.00087443,0.0089061,0,-318.87,314.48,128.25,1,0.63194,0.5,0.63278,0
-0.00087563,0.0089081,0,-318.87,314.48,128.25,1,0.63293,0.5,0.63377,0
-0.00087682,0.00891,0,-318.87,314.48,128.25,1,0.63393,0.5,0.63477,0
-0.00087799,0.008912,0,-317.5,319.78,129.41,1,0.63493,0.5,0.63577,0
-0.0008791,0.0089141,0,-312.67,338.58,133.51,1,0.63593,0.5,0.63677,0
-0.00088021,0.0089161,0,-307.83,357.39,137.62,1,0.63693,0.5,0.63777,0
-0.00088126,0.0089182,0,-306.34,363.19,138.89,1,0.63793,0.5,0.63877,0
-0.00088229,0.0089204,0,-306.34,363.19,138.89,1,0.63892,0.5,0.63976,0
-0.00088323,0.0089225,0,-298.79,359.8,142.15,1,0.63992,0.5,0.64076,0
-0.00088411,0.0089245,0,-285.28,353.72,147.99,1,0.64092,0.5,0.64176,0
-0.00088499,0.0089266,0,-271.77,347.65,153.83,1,0.64192,0.5,0.64276,0
-0.00088575,0.0089286,0,-268.89,346.36,155.08,1,0.64292,0.5,0.64376,0
-0.00088646,0.0089307,0,-265.03,359.55,154.47,1,0.64392,0.5,0.64476,0
-0.00088716,0.0089327,0,-260.98,373.39,153.83,1,0.64491,0.5,0.64575,0
-0.00088787,0.0089348,0,-256.93,387.23,153.19,1,0.64591,0.5,0.64675,0
-0.00088855,0.008937,0,-256.03,390.3,153.05,1,0.64691,0.5,0.64775,0
-0.00088922,0.0089391,0,-256.03,390.3,153.05,1,0.64791,0.5,0.64875,0
-0.0008899,0.0089413,0,-256.03,390.3,153.05,1,0.64891,0.5,0.64975,0
-0.00089058,0.0089435,0,-256.03,390.3,153.05,1,0.64991,0.5,0.65075,0
-0.00089118,0.0089455,0,-244.64,387.29,151.25,1,0.6509,0.5,0.65174,0
-0.0008918,0.0089474,0,-223.31,389.5,150.74,1,0.6519,0.5,0.65274,0
-0.0008924,0.0089494,0,-203.32,390.96,151.57,1,0.6529,0.5,0.65374,0
-0.0008929,0.0089517,0,-191.04,388.17,160.04,1,0.6539,0.5,0.65474,0
-0.00089334,0.0089538,0,-185.98,398.84,162.61,1,0.6549,0.5,0.65574,0
-0.00089373,0.0089559,0,-184.57,406.32,163.13,1,0.65589,0.5,0.65674,0
-0.0008941,0.008958,0,-184.22,406.4,163.66,1,0.65689,0.5,0.65773,0
-0.00089446,0.0089601,0,-183.88,406.48,164.2,1,0.65789,0.5,0.65873,0
-0.00089482,0.0089622,0,-183.53,406.55,164.73,1,0.65889,0.5,0.65973,0
-0.00089519,0.0089643,0,-183.19,406.63,165.26,1,0.65989,0.5,0.66073,0
-0.00089543,0.0089663,0,-175.38,410.34,167.34,1,0.66089,0.5,0.66173,0
-0.00089559,0.0089683,0,-162.09,416.7,170.54,1,0.66188,0.5,0.66273,0
-0.00089586,0.0089703,0,-151.55,426.56,167.3,1,0.66288,0.5,0.66372,0
-0.00089615,0.0089723,0,-141.6,436.19,162.52,1,0.66388,0.5,0.66472,0
-0.0008964,0.0089746,0,-127.6,429.06,165.12,1,0.66488,0.5,0.66572,0
-0.00089664,0.0089769,0,-113.95,422.09,167.71,1,0.66588,0.5,0.66672,0
-0.00089674,0.008979,0,-110.95,420.23,169.86,1,0.66688,0.5,0.66772,0
-0.00089686,0.008981,0,-110.85,420.16,169.94,1,0.66787,0.5,0.66872,0
-0.00089699,0.008983,0,-110.85,420.16,169.94,1,0.66887,0.5,0.66971,0
-0.00089711,0.008985,0,-110.85,420.16,169.94,1,0.66987,0.5,0.67071,0
-0.00089722,0.0089871,0,-107.95,427.34,171.08,1,0.67087,0.5,0.67171,0
-0.00089729,0.0089892,0,-100.75,445.21,173.92,1,0.67187,0.5,0.67271,0
-0.00089736,0.0089913,0,-93.538,463.08,176.77,1,0.67287,0.5,0.67371,0
-0.0008974,0.0089935,0,-90.104,471.6,178.13,1,0.67386,0.5,0.67471,0
-0.00089741,0.0089957,0,-90.104,471.6,178.13,1,0.67486,0.5,0.6757,0
-0.00089737,0.0089978,0,-84.791,464.59,175.62,1,0.67586,0.5,0.6767,0
-0.00089731,0.0089999,0,-78.409,456.17,172.61,1,0.67686,0.5,0.6777,0
-0.00089726,0.009002,0,-72.026,447.75,169.61,1,0.67786,0.5,0.6787,0
-0.00089721,0.0090041,0,-64.548,438.44,166.65,1,0.67886,0.5,0.6797,0
-0.00089711,0.0090062,0,-55.183,442.92,166.96,1,0.67985,0.5,0.6807,0
-0.00089695,0.0090083,0,-49.589,459.66,167.3,1,0.68085,0.5,0.68169,0
-0.00089679,0.0090104,0,-43.996,476.4,167.64,1,0.68185,0.5,0.68269,0
-0.00089662,0.0090125,0,-40.946,481.01,169.04,1,0.68285,0.5,0.68369,0
-0.00089644,0.0090146,0,-39.174,479.53,170.98,1,0.68385,0.5,0.68469,0
-0.00089626,0.0090168,0,-37.403,478.05,172.92,1,0.68485,0.5,0.68569,0
-0.00089608,0.0090189,0,-35.632,476.58,174.86,1,0.68584,0.5,0.68669,0
-0.00089591,0.009021,0,-33.86,475.1,176.8,1,0.68684,0.5,0.68768,0
-0.00089573,0.0090232,0,-32.089,473.62,178.75,1,0.68784,0.5,0.68868,0
-0.00089545,0.0090252,0,-22.628,473.5,177.96,1,0.68884,0.5,0.68968,0
-0.00089526,0.0090272,0,-10.476,490.63,172.18,1,0.68984,0.5,0.69068,0
-0.00089507,0.0090293,0,1.7579,507.91,166.15,1,0.69084,0.5,0.69168,0
-0.00089489,0.0090315,0,11.175,518.55,165.66,1,0.69183,0.5,0.69268,0
-0.00089472,0.0090339,0,16.101,518.57,173.98,1,0.69283,0.5,0.69367,0
-0.0008945,0.0090362,0,24.085,515.55,174.42,1,0.69383,0.5,0.69467,0
-0.00089419,0.0090384,0,26.683,512.93,170.28,1,0.69483,0.5,0.69567,0
-0.00089389,0.0090405,0,29.282,510.31,166.14,1,0.69583,0.5,0.69667,0
-0.00089358,0.0090427,0,31.881,507.7,162,1,0.69683,0.5,0.69767,0
-0.00089328,0.0090449,0,34.479,505.08,157.86,1,0.69782,0.5,0.69867,0
-0.00089298,0.009047,0,37.078,502.46,153.72,1,0.69882,0.5,0.69966,0
-0.00089268,0.0090492,0,39.676,499.85,149.58,1,0.69982,0.5,0.70066,0
-0.00089229,0.0090512,0,45.134,503.06,151.77,1,0.70082,0.5,0.70166,0
-0.00089188,0.0090532,0,49.694,507.37,156.58,1,0.70182,0.5,0.70266,0
-0.00089151,0.0090553,0,54.369,513.23,160.91,1,0.70282,0.5,0.70366,0
-0.00089121,0.0090576,0,64.245,514.84,158.87,1,0.70381,0.5,0.70466,0
-0.00089079,0.0090598,0,81.357,542.99,148.8,1,0.70481,0.5,0.70565,0
-0.0008904,0.009062,0,86.608,551.23,146.85,1,0.70581,0.5,0.70665,0
-0.00089002,0.0090642,0,86.069,549.45,148.9,1,0.70681,0.5,0.70765,0
-0.00088964,0.0090664,0,85.53,547.66,150.95,1,0.70781,0.5,0.70865,0
-0.00088927,0.0090686,0,84.991,545.88,153.01,1,0.70881,0.5,0.70965,0
-0.00088889,0.0090709,0,84.452,544.09,155.06,1,0.7098,0.5,0.71065,0
-0.00088851,0.0090731,0,85.324,545.76,156.58,1,0.7108,0.5,0.71164,0
-0.00088813,0.0090753,0,92.337,562.47,155.74,1,0.7118,0.5,0.71264,0
-0.00088774,0.0090775,0,99.302,572.8,154.61,1,0.7128,0.5,0.71364,0
-0.00088731,0.0090798,0,106.16,569.04,152.81,1,0.7138,0.5,0.71464,0
-0.00088688,0.009082,0,112.43,564.65,150.57,1,0.7148,0.5,0.71564,0
-0.00088646,0.0090842,0,115.77,557.09,146.05,1,0.71579,0.5,0.71663,0
-0.00088603,0.0090865,0,119.12,549.54,141.52,1,0.71679,0.5,0.71763,0
-0.00088557,0.0090886,0,119.43,548.84,141.1,1,0.71779,0.5,0.71863,0
-0.00088511,0.0090908,0,119.43,548.84,141.1,1,0.71879,0.5,0.71963,0
-0.00088465,0.009093,0,123.71,558.7,141.77,1,0.71979,0.5,0.72063,0
-0.00088418,0.0090953,0,131.63,576.93,143.01,1,0.72079,0.5,0.72163,0
-0.00088372,0.0090975,0,139.56,595.17,144.24,1,0.72178,0.5,0.72262,0
-0.00088325,0.0090998,0,142.53,602.01,144.71,1,0.72278,0.5,0.72362,0
-0.00088278,0.0091022,0,142.53,602.01,144.71,1,0.72378,0.5,0.72462,0
-0.00088231,0.0091045,0,142.53,602.01,144.71,1,0.72478,0.5,0.72562,0
-0.00088185,0.0091068,0,142.65,599.62,145.93,1,0.72578,0.5,0.72662,0
-0.00088139,0.0091091,0,142.78,597.15,147.21,1,0.72678,0.5,0.72762,0
-0.00088092,0.0091114,0,145.86,590.41,144.7,1,0.72777,0.5,0.72861,0
-0.00088046,0.0091136,0,155.79,599.06,139.12,1,0.72877,0.5,0.72961,0
-0.00088004,0.009116,0,165.75,620.33,136.34,1,0.72977,0.5,0.73061,0
-0.00087956,0.0091184,0,169.1,618.12,136.67,1,0.73077,0.5,0.73161,0
-0.00087909,0.0091207,0,171.85,613.77,137.29,1,0.73177,0.5,0.73261,0
-0.00087862,0.0091231,0,173.93,606.59,136.28,1,0.73277,0.5,0.73361,0
-0.00087817,0.0091255,0,175.26,596.31,133.51,1,0.73376,0.5,0.7346,0
-0.00087767,0.0091277,0,175.34,595.7,133.35,1,0.73476,0.5,0.7356,0
-0.00087717,0.00913,0,175.34,595.7,133.35,1,0.73576,0.5,0.7366,0
-0.00087667,0.0091322,0,175.34,595.7,133.35,1,0.73676,0.5,0.7376,0
-0.00087617,0.0091345,0,179.72,604.59,131.94,1,0.73776,0.5,0.7386,0
-0.0008757,0.0091369,0,190.39,626.25,128.53,1,0.73876,0.5,0.7396,0
-0.00087523,0.0091392,0,201.06,647.91,125.12,1,0.73975,0.5,0.74059,0
-0.00087477,0.0091416,0,206.45,658.86,123.39,1,0.74075,0.5,0.74159,0
-0.00087432,0.0091441,0,206.45,658.86,123.39,1,0.74175,0.5,0.74259,0
-0.00087385,0.0091465,0,206.54,651.55,122.16,1,0.74275,0.5,0.74359,0
-0.00087337,0.0091489,0,206.66,642.16,120.57,1,0.74375,0.5,0.74459,0
-0.0008729,0.0091513,0,206.78,632.76,118.98,1,0.74475,0.5,0.74559,0
-0.00087241,0.0091537,0,206.88,624.49,117.59,1,0.74574,0.5,0.74658,0
-0.00087192,0.0091561,0,215.67,641.46,114.42,1,0.74674,0.5,0.74758,0
-0.00087143,0.0091585,0,225.12,659.74,111.02,1,0.74774,0.5,0.74858,0
-0.00087095,0.0091609,0,234.56,677.97,107.62,1,0.74874,0.5,0.74958,0
-0.00087049,0.0091634,0,234.56,677.97,107.62,1,0.74974,0.5,0.75058,0
-0.00087003,0.0091659,0,234.56,677.97,107.62,1,0.75074,0.5,0.75158,0
-0.00086956,0.0091684,0,234.56,677.97,107.62,1,0.75173,0.5,0.75257,0
-0.0008691,0.0091709,0,234.56,677.97,107.62,1,0.75273,0.5,0.75357,0
-0.00086862,0.0091733,0,231.66,668.87,108.85,1,0.75373,0.5,0.75457,0
-0.00086813,0.0091757,0,229.09,658.75,109.89,1,0.75473,0.5,0.75557,0
-0.00086767,0.0091782,0,238.62,675.81,105.66,1,0.75573,0.5,0.75657,0
-0.00086719,0.0091807,0,248.19,694.96,102.39,1,0.75673,0.5,0.75757,0
-0.00086673,0.0091833,0,253.3,701.5,100.98,1,0.75772,0.5,0.75856,0
-0.00086627,0.0091858,0,251.21,694.65,103.03,1,0.75872,0.5,0.75956,0
-0.0008658,0.0091884,0,249.67,691.87,105.02,1,0.75972,0.5,0.76056,0
-0.00086533,0.0091909,0,248.12,689.08,107.01,1,0.76072,0.5,0.76156,0
-0.00086486,0.0091934,0,246.58,686.3,109,1,0.76172,0.5,0.76256,0
-0.00086439,0.009196,0,245.61,684.55,110.25,1,0.76271,0.5,0.76356,0
-0.00086395,0.0091985,0,251.38,696.69,108.28,1,0.76371,0.5,0.76455,0
-0.00086352,0.0092011,0,260.15,715.16,105.27,1,0.76471,0.5,0.76555,0
-0.00086309,0.0092037,0,268.39,730.46,101.69,1,0.76571,0.5,0.76655,0
-0.00086267,0.0092063,0,272.02,732.1,98.189,1,0.76671,0.5,0.76755,0
-0.00086226,0.0092089,0,272,723.21,94.886,1,0.76771,0.5,0.76855,0
-0.00086185,0.0092116,0,271.97,714.32,91.583,1,0.7687,0.5,0.76955,0
-0.00086144,0.0092142,0,271.94,705.43,88.28,1,0.7697,0.5,0.77054,0
-0.00086103,0.0092168,0,271.92,696.54,84.977,1,0.7707,0.5,0.77154,0
-0.00086059,0.0092193,0,271.92,696.16,84.837,1,0.7717,0.5,0.77254,0
-0.00086016,0.0092219,0,278.9,712.83,83.608,1,0.7727,0.5,0.77354,0
-0.00085974,0.0092244,0,287.76,734.01,82.048,1,0.7737,0.5,0.77454,0
-0.00085933,0.0092271,0,293.47,747.65,81.044,1,0.77469,0.5,0.77554,0
-0.00085894,0.0092298,0,293.47,747.65,81.044,1,0.77569,0.5,0.77653,0
-0.00085855,0.0092324,0,292.27,746.43,81.539,1,0.77669,0.5,0.77753,0
-0.00085815,0.0092351,0,290.97,745.11,82.08,1,0.77769,0.5,0.77853,0
-0.00085776,0.0092378,0,290.88,744.77,81.385,1,0.77869,0.5,0.77953,0
-0.00085735,0.0092405,0,292.81,747.26,79.484,1,0.77969,0.5,0.78053,0
-0.00085697,0.0092432,0,292.05,751.02,82.911,1,0.78068,0.5,0.78153,0
-0.00085657,0.0092459,0,292.16,753.11,84.03,1,0.78168,0.5,0.78252,0
-0.00085618,0.0092486,0,292.16,753.11,84.03,1,0.78268,0.5,0.78352,0
-0.00085579,0.0092513,0,292.16,753.11,84.03,1,0.78368,0.5,0.78452,0
-0.0008554,0.0092541,0,292.16,753.11,84.03,1,0.78468,0.5,0.78552,0
-0.00085503,0.0092568,0,295.92,758.04,82.264,1,0.78568,0.5,0.78652,0
-0.00085466,0.0092596,0,299.86,763.04,80.378,1,0.78667,0.5,0.78752,0
-0.00085429,0.0092623,0,303.81,768.03,78.493,1,0.78767,0.5,0.78851,0
-0.00085393,0.0092651,0,307.76,773.03,76.607,1,0.78867,0.5,0.78951,0
-0.00085357,0.0092679,0,307.9,772.83,76.473,1,0.78967,0.5,0.79051,0
-0.0008532,0.0092707,0,307.9,772.83,76.473,1,0.79067,0.5,0.79151,0
-0.00085284,0.0092734,0,307.9,772.83,76.473,1,0.79167,0.5,0.79251,0
-0.00085248,0.0092762,0,307.9,772.83,76.473,1,0.79266,0.5,0.79351,0
-0.00085213,0.009279,0,311.88,780.35,74.816,1,0.79366,0.5,0.7945,0
-0.00085177,0.0092818,0,321.08,796.51,70.058,1,0.79466,0.5,0.7955,0
-0.00085143,0.0092846,0,326.11,805.2,66.776,1,0.79566,0.5,0.7965,0
-0.00085109,0.0092875,0,324.05,802.56,67.594,1,0.79666,0.5,0.7975,0
-0.00085076,0.0092904,0,321.94,798.03,66.995,1,0.79766,0.5,0.7985,0
-0.00085043,0.0092932,0,320.52,794.99,66.593,1,0.79865,0.5,0.7995,0
-0.00085011,0.0092961,0,320.52,794.99,66.593,1,0.79965,0.5,0.80049,0
-0.00084978,0.0092989,0,320.52,794.99,66.593,1,0.80065,0.5,0.80149,0
-0.00084945,0.0093018,0,320.52,794.99,66.593,1,0.80165,0.5,0.80249,0
-0.00084912,0.0093046,0,321.51,797.31,65.933,1,0.80265,0.5,0.80349,0
-0.0008488,0.0093075,0,322.87,800.45,65.039,1,0.80365,0.5,0.80449,0
-0.00084847,0.0093104,0,324.39,803.99,64.113,1,0.80464,0.5,0.80549,0
-0.00084817,0.0093133,0,330.01,816.65,62.442,1,0.80564,0.5,0.80648,0
-0.00084786,0.0093162,0,335.63,829.32,60.772,1,0.80664,0.5,0.80748,0
-0.00084756,0.0093192,0,341.58,842.71,59.105,1,0.80764,0.5,0.80848,0
-0.00084728,0.0093222,0,341.47,840.45,57.191,1,0.80864,0.5,0.80948,0
-0.00084699,0.0093251,0,340.38,835.08,54.67,1,0.80964,0.5,0.81048,0
-0.0008467,0.0093281,0,339.29,829.7,52.15,1,0.81063,0.5,0.81148,0
-0.00084641,0.009331,0,338.2,824.33,49.63,1,0.81163,0.5,0.81247,0
-0.00084612,0.009334,0,337.1,818.95,47.11,1,0.81263,0.5,0.81347,0
-0.00084584,0.0093369,0,336.01,813.58,44.589,1,0.81363,0.5,0.81447,0
-0.00084555,0.0093399,0,339.98,821.17,42.685,1,0.81463,0.5,0.81547,0
-0.00084528,0.0093429,0,347.58,837.51,40.713,1,0.81563,0.5,0.81647,0
-0.00084501,0.0093458,0,355.18,853.85,38.741,1,0.81662,0.5,0.81747,0
-0.00084474,0.0093489,0,360.03,864.33,37.506,1,0.81762,0.5,0.81846,0
-0.00084448,0.0093519,0,357.07,860.27,39.791,1,0.81862,0.5,0.81946,0
-0.00084422,0.0093549,0,354.1,856.2,42.076,1,0.81962,0.5,0.82046,0
-0.00084396,0.009358,0,351.13,852.13,44.362,1,0.82062,0.5,0.82146,0
-0.0008437,0.009361,0,348.17,848.06,46.647,1,0.82162,0.5,0.82246,0
-0.00084344,0.009364,0,345.2,843.99,48.932,1,0.82261,0.5,0.82346,0
-0.00084319,0.0093671,0,350.09,854.21,47.608,1,0.82361,0.5,0.82445,0
-0.00084294,0.0093701,0,362.87,878.78,42.657,1,0.82461,0.5,0.82545,0
-0.00084269,0.0093732,0,364.3,881.59,40.761,1,0.82561,0.5,0.82645,0
-0.00084248,0.0093763,0,362.98,881.29,41.9,1,0.82661,0.5,0.82745,0
-0.00084226,0.0093795,0,360.28,875.48,40.881,1,0.82761,0.5,0.82845,0
-0.00084204,0.0093826,0,357.58,869.67,39.862,1,0.8286,0.5,0.82944,0
-0.00084183,0.0093857,0,357.28,869.02,39.749,1,0.8296,0.5,0.83044,0
-0.00084161,0.0093888,0,357.28,869.02,39.749,1,0.8306,0.5,0.83144,0
-0.0008414,0.0093919,0,357.28,869.02,39.749,1,0.8316,0.5,0.83244,0
-0.00084118,0.009395,0,358.52,872.05,39.12,1,0.8326,0.5,0.83344,0
-0.00084097,0.0093981,0,361.37,878.99,37.679,1,0.8336,0.5,0.83444,0
-0.00084075,0.0094013,0,364.22,885.93,36.238,1,0.83459,0.5,0.83543,0
-0.00084053,0.0094044,0,367.07,892.88,34.797,1,0.83559,0.5,0.83643,0
-0.00084032,0.0094076,0,367.57,894.37,34.47,1,0.83659,0.5,0.83743,0
-0.00084011,0.0094108,0,367.6,896.23,33.985,1,0.83759,0.5,0.83843,0
-0.00083991,0.009414,0,367.62,898.08,33.499,1,0.83859,0.5,0.83943,0
-0.0008397,0.0094172,0,367.65,899.87,33.03,1,0.83959,0.5,0.84043,0
-0.00083952,0.0094204,0,367.65,899.87,33.03,1,0.84058,0.5,0.84142,0
-0.00083933,0.0094236,0,367.65,899.87,33.03,1,0.84158,0.5,0.84242,0
-0.00083914,0.0094268,0,368.5,902.09,32.79,1,0.84258,0.5,0.84342,0
-0.00083895,0.0094301,0,371.24,909.29,32.013,1,0.84358,0.5,0.84442,0
-0.00083876,0.0094333,0,373.99,916.5,31.236,1,0.84458,0.5,0.84542,0
-0.00083857,0.0094366,0,374.1,918.68,30.475,1,0.84558,0.5,0.84642,0
-0.00083839,0.0094399,0,373.26,919.69,29.473,1,0.84657,0.5,0.84741,0
-0.00083821,0.0094432,0,372.47,920.62,28.54,1,0.84757,0.5,0.84841,0
-0.00083805,0.0094465,0,372.47,920.62,28.54,1,0.84857,0.5,0.84941,0
-0.00083789,0.0094497,0,372.47,920.62,28.54,1,0.84957,0.5,0.85041,0
-0.00083773,0.009453,0,372.47,920.62,28.54,1,0.85057,0.5,0.85141,0
-0.00083757,0.0094563,0,373.01,920.6,27.45,1,0.85157,0.5,0.85241,0
-0.00083741,0.0094596,0,374.16,921.05,25.008,1,0.85256,0.5,0.8534,0
-0.00083725,0.0094629,0,375.32,921.49,22.565,1,0.85356,0.5,0.8544,0
-0.0008371,0.0094662,0,378.47,928.52,22.168,1,0.85456,0.5,0.8554,0
-0.00083694,0.0094695,0,379.62,930.45,21.039,1,0.85556,0.5,0.8564,0
-0.00083679,0.0094729,0,379.06,927.42,18.784,1,0.85656,0.5,0.8574,0
-0.00083664,0.0094762,0,378.49,924.4,16.529,1,0.85756,0.5,0.8584,0
-0.00083649,0.0094795,0,378.33,923.56,15.905,1,0.85855,0.5,0.85939,0
-0.00083634,0.0094828,0,380.78,930.3,15.822,1,0.85955,0.5,0.86039,0
-0.0008362,0.0094862,0,385,941.9,15.679,1,0.86055,0.5,0.86139,0
-0.00083606,0.0094895,0,388.49,951.5,15.561,1,0.86155,0.5,0.86239,0
-0.00083593,0.0094929,0,386.75,949.38,16.382,1,0.86255,0.5,0.86339,0
-0.0008358,0.0094963,0,384.75,946.93,17.326,1,0.86355,0.5,0.86439,0
-0.00083566,0.0094997,0,382.75,944.49,18.27,1,0.86454,0.5,0.86538,0
-0.00083553,0.0095031,0,380.75,942.04,19.214,1,0.86554,0.5,0.86638,0
-0.0008354,0.0095064,0,381.5,944.6,19.266,1,0.86654,0.5,0.86738,0
-0.00083527,0.0095098,0,385.13,954.28,18.862,1,0.86754,0.5,0.86838,0
-0.00083515,0.0095133,0,388.76,963.96,18.458,1,0.86854,0.5,0.86938,0
-0.00083504,0.0095167,0,389.39,965.64,18.388,1,0.86953,0.5,0.87038,0
-0.00083493,0.0095202,0,389.39,965.64,18.388,1,0.87053,0.5,0.87137,0
-0.00083481,0.0095236,0,389.01,963.79,16.795,1,0.87153,0.5,0.87237,0
-0.0008347,0.009527,0,388.62,961.89,15.163,1,0.87253,0.5,0.87337,0
-0.00083459,0.0095305,0,388.71,961.91,13.845,1,0.87353,0.5,0.87437,0
-0.00083447,0.0095339,0,389.16,963.39,12.77,1,0.87453,0.5,0.87537,0
-0.00083436,0.0095373,0,391,968.97,12.81,1,0.87552,0.5,0.87637,0
-0.00083426,0.0095407,0,393.62,976.92,13.491,1,0.87652,0.5,0.87736,0
-0.00083417,0.0095443,0,391.02,972.15,10.693,1,0.87752,0.5,0.87836,0
-0.00083407,0.0095478,0,390.17,970.2,9.1279,1,0.87852,0.5,0.87936,0
-0.00083397,0.0095513,0,389.87,969.14,7.9535,1,0.87952,0.5,0.88036,0
-0.00083387,0.0095547,0,389.81,968.97,7.7537,1,0.88052,0.5,0.88136,0
-0.00083376,0.0095582,0,389.81,968.97,7.7537,1,0.88151,0.5,0.88236,0
-0.00083366,0.0095617,0,390.8,971.38,7.6418,1,0.88251,0.5,0.88335,0
-0.00083357,0.0095652,0,393.91,979.03,7.2875,1,0.88351,0.5,0.88435,0
-0.00083348,0.0095687,0,397.02,986.67,6.9332,1,0.88451,0.5,0.88535,0
-0.00083339,0.0095722,0,398.18,990.35,6.9934,1,0.88551,0.5,0.88635,0
-0.0008333,0.0095758,0,396.32,988.38,7.8123,1,0.88651,0.5,0.88735,0
-0.00083321,0.0095793,0,394.47,986.41,8.6312,1,0.8875,0.5,0.88835,0
-0.00083312,0.0095829,0,392.61,984.44,9.4502,1,0.8885,0.5,0.88934,0
-0.00083303,0.0095864,0,390.76,982.48,10.269,1,0.8895,0.5,0.89034,0
-0.00083294,0.0095899,0,390.46,982.16,10.399,1,0.8905,0.5,0.89134,0
-0.00083285,0.0095935,0,392.62,987.32,10.022,1,0.8915,0.5,0.89234,0
-0.00083277,0.009597,0,395.89,995.17,9.4474,1,0.8925,0.5,0.89334,0
-0.00083268,0.0096006,0,399.17,1003,8.8731,1,0.89349,0.5,0.89434,0
-0.00083261,0.0096042,0,399.74,1004.4,8.7726,1,0.89449,0.5,0.89533,0
-0.00083253,0.0096078,0,399.74,1004.4,8.7726,1,0.89549,0.5,0.89633,0
-0.00083246,0.0096114,0,399.74,1004.4,8.7726,1,0.89649,0.5,0.89733,0
-0.00083239,0.009615,0,399.74,1004.4,8.7726,1,0.89749,0.5,0.89833,0
-0.00083232,0.0096186,0,398.28,1001.4,8.2413,1,0.89849,0.5,0.89933,0
-0.00083224,0.0096221,0,396.31,997.26,6.8918,1,0.89948,0.5,0.90033,0
-0.00083217,0.0096257,0,398.49,1003.2,7.128,1,0.90048,0.5,0.90132,0
-0.00083211,0.0096294,0,400.67,1009.1,7.3643,1,0.90148,0.5,0.90232,0
-0.00083205,0.009633,0,402.27,1013.9,6.932,1,0.90248,0.5,0.90332,0
-0.000832,0.0096366,0,400.39,1010.9,5.86,1,0.90348,0.5,0.90432,0
-0.00083195,0.0096403,0,400.03,1010.2,5.0402,1,0.90448,0.5,0.90532,0
-0.0008319,0.0096439,0,399.66,1009.5,4.2197,1,0.90547,0.5,0.90632,0
-0.00083185,0.0096475,0,399.3,1008.8,3.3987,1,0.90647,0.5,0.90731,0
-0.00083179,0.0096512,0,398.93,1008,2.5777,1,0.90747,0.5,0.90831,0
-0.00083174,0.0096548,0,399.14,1009.5,2.0104,1,0.90847,0.5,0.90931,0
-0.00083169,0.0096584,0,401.37,1015.5,2.6318,1,0.90947,0.5,0.91031,0
-0.00083164,0.0096621,0,403.61,1021.6,3.2532,1,0.91047,0.5,0.91131,0
